Date,Station,Demand,Temperature,PrecipIntensity,Humidity,CloudCover,Pressure,Sol,WindSpeed
02/01/2016 00:00,Hermosillo PPA,225.622,12.1,0,48.3,0,1017,0,0.4
02/01/2016 01:00,Hermosillo PPA,213.62,11.2,0,53.8,0.2,1017,0,0.8
02/01/2016 02:00,Hermosillo PPA,207.36,10.3,0,60,0.6,1017,0,1.1
02/01/2016 03:00,Hermosillo PPA,201.374,9.4,0,66.8,1,1017,0,1.4
02/01/2016 04:00,Hermosillo PPA,199.018,9.2,0,69.8,2.2,1017,0,1.5
02/01/2016 05:00,Hermosillo PPA,198.43,9,0,72.9,4.2,1017,0,1.7
02/01/2016 06:00,Hermosillo PPA,203.617,8.8,0,76.1,6.3,1016,0,1.8
02/01/2016 07:00,Hermosillo PPA,212.29,9.2,0,74.3,6.3,1017,0,2.1
02/01/2016 08:00,Hermosillo PPA,217.73,9.6,0,72.6,4.3,1017,0,2.4
02/01/2016 09:00,Hermosillo PPA,231.407,10.1,0,71,2.3,1018,76.1,2.8
02/01/2016 10:00,Hermosillo PPA,244.533,13.4,0,56.1,1.1,1018,272.6,2.6
02/01/2016 11:00,Hermosillo PPA,253.008,16.7,0,44.5,0.9,1018,456.3,2.5
02/01/2016 12:00,Hermosillo PPA,256.27,20,0,35.3,0.6,1018,584.2,2.4
02/01/2016 13:00,Hermosillo PPA,259.443,21.5,0,34.2,0.4,1017,646.1,1.6
02/01/2016 14:00,Hermosillo PPA,261.875,23.1,0,33.2,0.3,1015,644.4,0.9
02/01/2016 15:00,Hermosillo PPA,259.428,24.6,0,32.2,0.1,1014,578,0.2
02/01/2016 16:00,Hermosillo PPA,257.684,23.8,0,34.5,0,1014,442.7,0.9
02/01/2016 17:00,Hermosillo PPA,254.959,22.9,0,37.1,0,1015,242.2,1.6
02/01/2016 18:00,Hermosillo PPA,262.635,22,0,39.9,0,1015,58.6,2.3
02/01/2016 19:00,Hermosillo PPA,284.921,20.2,0,43.6,0,1015,0,2.3
02/01/2016 20:00,Hermosillo PPA,281.805,18.4,0,47.8,0,1016,0,2.4
02/01/2016 21:00,Hermosillo PPA,276.893,16.5,0,52.4,0,1017,0,2.4
02/01/2016 22:00,Hermosillo PPA,268.72,15.3,0,57.2,0,1017,0,2.2
02/01/2016 23:00,Hermosillo PPA,255.572,14.2,0,62.5,0,1017,0,1.9
03/01/2016 00:00,Hermosillo PPA,241.728,13,0,68.2,0,1017,0,1.7
03/01/2016 01:00,Hermosillo PPA,228.782,12.2,0,72.7,0,1017,0,1.7
03/01/2016 02:00,Hermosillo PPA,219.357,11.3,0,77.5,0,1016,0,1.8
03/01/2016 03:00,Hermosillo PPA,212.812,10.5,0,82.5,0,1016,0,1.8
03/01/2016 04:00,Hermosillo PPA,208.776,10.1,0,83.4,0,1016,0,1.8
03/01/2016 05:00,Hermosillo PPA,208.366,9.7,0,84.4,0,1016,0,1.8
03/01/2016 06:00,Hermosillo PPA,208.943,9.3,0,85.4,0,1016,0,1.8
03/01/2016 07:00,Hermosillo PPA,213.584,9.3,0,82.4,0,1016,0,2
03/01/2016 08:00,Hermosillo PPA,212.71,9.4,0,79.5,0,1017,0,2.2
03/01/2016 09:00,Hermosillo PPA,220.894,9.5,0,76.7,0,1017,75.8,2.4
03/01/2016 10:00,Hermosillo PPA,230.096,13.1,0,60.2,0,1017,272.9,2.4
03/01/2016 11:00,Hermosillo PPA,237.911,16.6,0,47.5,0,1017,457.3,2.5
03/01/2016 12:00,Hermosillo PPA,242.507,20.2,0,37.6,0,1018,585.8,2.5
03/01/2016 13:00,Hermosillo PPA,244.534,22.1,0,34.1,0,1016,648,2.2
03/01/2016 14:00,Hermosillo PPA,246.456,23.9,0,31,0,1015,646.3,2
03/01/2016 15:00,Hermosillo PPA,245.451,25.8,0,28.2,0,1013,579.7,1.7
03/01/2016 16:00,Hermosillo PPA,243.892,24.9,0,31.3,0,1013,444.4,1.7
03/01/2016 17:00,Hermosillo PPA,243.069,24.1,0,34.7,0,1012,243.8,1.7
03/01/2016 18:00,Hermosillo PPA,250.034,23.2,0,38.4,0,1012,60,1.7
03/01/2016 19:00,Hermosillo PPA,273.641,21.3,0,42.5,0,1012,0,1.9
03/01/2016 20:00,Hermosillo PPA,274.727,19.3,0,47,0,1013,0,2
03/01/2016 21:00,Hermosillo PPA,272.517,17.4,0,52.1,0,1013,0,2.2
03/01/2016 22:00,Hermosillo PPA,262.994,16.2,0,57.4,0,1013,0,1.8
03/01/2016 23:00,Hermosillo PPA,250.129,15,0,63.2,0,1013,0,1.5
04/01/2016 00:00,Hermosillo PPA,235.155,13.8,0,69.5,0,1013,0,1.1
04/01/2016 01:00,Hermosillo PPA,223.129,13.7,0,69.6,0,1013,0,1.2
04/01/2016 02:00,Hermosillo PPA,219.51,13.6,0,69.7,0,1013,0,1.2
04/01/2016 03:00,Hermosillo PPA,211.979,13.5,0,69.8,0,1013,0,1.3
04/01/2016 04:00,Hermosillo PPA,210.543,12.4,0,75.2,0,1013,0,1.4
04/01/2016 05:00,Hermosillo PPA,214.288,11.3,0,81,0,1013,0,1.5
04/01/2016 06:00,Hermosillo PPA,226.198,10.2,0,87.3,0,1012,0,1.7
04/01/2016 07:00,Hermosillo PPA,243.606,10.3,0,87,0,1013,0,1.8
04/01/2016 08:00,Hermosillo PPA,257.81,10.4,0,86.8,0,1014,0,1.9
04/01/2016 09:00,Hermosillo PPA,274.445,10.4,0,86.5,0,1014,69.1,2
04/01/2016 10:00,Hermosillo PPA,288.263,13.3,0.08,72.5,1.5,1014,239.7,2.2
04/01/2016 11:00,Hermosillo PPA,298.129,16.1,0.08,60.9,4.5,1015,379.8,2.4
04/01/2016 12:00,Hermosillo PPA,305.023,18.9,0.08,51.4,7.4,1015,450.7,2.6
04/01/2016 13:00,Hermosillo PPA,310.489,19.5,0.1,50.5,19.4,1014,458.6,2.9
04/01/2016 14:00,Hermosillo PPA,313.952,20.2,0.1,49.7,40.5,1013,414.3,3.2
04/01/2016 15:00,Hermosillo PPA,314.073,20.8,0.1,48.9,61.5,1012,331.6,3.6
04/01/2016 16:00,Hermosillo PPA,311.588,20.4,0.16,51.3,66.9,1012,224.8,3.4
04/01/2016 17:00,Hermosillo PPA,311.849,20.1,0.16,53.8,56.5,1012,117.5,3.2
04/01/2016 18:00,Hermosillo PPA,314.546,19.8,0.16,56.5,46.1,1011,30.4,3
04/01/2016 19:00,Hermosillo PPA,323.644,18.6,0.46,64.4,50.1,1012,0,3
04/01/2016 20:00,Hermosillo PPA,323.615,17.5,0.46,73.4,68.3,1013,0,3
04/01/2016 21:00,Hermosillo PPA,314.12,16.4,0.46,83.7,86.5,1013,0,3.1
04/01/2016 22:00,Hermosillo PPA,301.769,16,0.29,85.8,90.4,1014,0,2.5
04/01/2016 23:00,Hermosillo PPA,286.783,15.6,0.29,88,80.1,1014,0,1.9
05/01/2016 00:00,Hermosillo PPA,266.778,15.3,0.29,90.3,69.8,1014,0,1.3
05/01/2016 01:00,Hermosillo PPA,252.917,14.7,0,91.8,59.6,1014,0,1.3
05/01/2016 02:00,Hermosillo PPA,245.853,14.2,0,93.3,49.6,1014,0,1.2
05/01/2016 03:00,Hermosillo PPA,239.197,13.6,0,94.8,39.6,1014,0,1.1
05/01/2016 04:00,Hermosillo PPA,237.572,13.1,0,95.7,37.7,1014,0,1.2
05/01/2016 05:00,Hermosillo PPA,235.62,12.7,0,96.6,43.8,1014,0,1.3
05/01/2016 06:00,Hermosillo PPA,239.42,12.2,0,97.5,49.9,1014,0,1.4
05/01/2016 07:00,Hermosillo PPA,253.643,12.4,0,97.1,51.3,1014,0,1.4
05/01/2016 08:00,Hermosillo PPA,265.217,12.7,0,96.7,48,1015,0,1.4
05/01/2016 09:00,Hermosillo PPA,276.24,12.9,0,96.2,44.6,1015,63,1.4
05/01/2016 10:00,Hermosillo PPA,290.156,14.7,0,86,39.9,1016,229.1,1.5
05/01/2016 11:00,Hermosillo PPA,296.954,16.4,0,77,33.6,1016,378.7,1.6
05/01/2016 12:00,Hermosillo PPA,304.809,18.1,0,69,27.4,1016,469.6,1.7
05/01/2016 13:00,Hermosillo PPA,304.669,18.8,0,62.6,27.1,1016,502.1,2.4
05/01/2016 14:00,Hermosillo PPA,307.657,19.5,0,56.8,32.8,1015,502,3.1
05/01/2016 15:00,Hermosillo PPA,308.201,20.2,0,51.5,38.5,1014,468.1,3.8
05/01/2016 16:00,Hermosillo PPA,306.287,19.9,0,50.1,35.8,1014,372.7,3.7
05/01/2016 17:00,Hermosillo PPA,304.385,19.7,0,48.8,24.6,1013,214.6,3.6
05/01/2016 18:00,Hermosillo PPA,306.895,19.4,0,47.4,13.4,1013,57.6,3.5
05/01/2016 19:00,Hermosillo PPA,326.413,17.9,0,53.2,6.7,1014,0,3.1
05/01/2016 20:00,Hermosillo PPA,328.239,16.5,0,59.7,4.3,1014,0,2.8
05/01/2016 21:00,Hermosillo PPA,322.74,15,0,67,2,1015,0,2.5
05/01/2016 22:00,Hermosillo PPA,307.589,14,0,73,0.7,1015,0,2.2
05/01/2016 23:00,Hermosillo PPA,290.377,13,0,79.4,0.6,1016,0,1.9
06/01/2016 00:00,Hermosillo PPA,275.029,12,0,86.5,0.4,1016,0,1.7
06/01/2016 01:00,Hermosillo PPA,260.921,11.4,0,88.4,0.3,1016,0,1.6
06/01/2016 02:00,Hermosillo PPA,251.476,10.9,0,90.3,0.2,1016,0,1.6
06/01/2016 03:00,Hermosillo PPA,245.629,10.4,0,92.3,0.1,1016,0,1.6
06/01/2016 04:00,Hermosillo PPA,242.594,10.7,0,92.2,0.1,1016,0,1.7
06/01/2016 05:00,Hermosillo PPA,242.76,10.9,0,92,0.2,1016,0,1.7
06/01/2016 06:00,Hermosillo PPA,252.264,11.2,0,91.9,0.3,1016,0,1.8
06/01/2016 07:00,Hermosillo PPA,272.815,11.5,0,90.9,4.4,1016,0,1.8
06/01/2016 08:00,Hermosillo PPA,280.547,11.7,0,90,12.3,1017,0,1.7
06/01/2016 09:00,Hermosillo PPA,289.445,12,0,89.1,20.3,1018,52.8,1.7
06/01/2016 10:00,Hermosillo PPA,300.727,13.8,0,79.2,30.3,1018,194.5,2.3
06/01/2016 11:00,Hermosillo PPA,304.911,15.5,0,70.5,42.4,1019,337.4,2.9
06/01/2016 12:00,Hermosillo PPA,309.648,17.3,0,62.9,54.5,1019,455.7,3.6
06/01/2016 13:00,Hermosillo PPA,309.422,18.2,0,56.5,55.6,1018,530.4,3.6
06/01/2016 14:00,Hermosillo PPA,310.584,19.1,0,50.8,45.5,1017,551.5,3.5
06/01/2016 15:00,Hermosillo PPA,311.634,20,0,45.6,35.5,1017,511.1,3.5
06/01/2016 16:00,Hermosillo PPA,311.007,19.7,0,45.8,25.7,1016,405.3,3.4
06/01/2016 17:00,Hermosillo PPA,308.499,19.5,0,45.9,16,1016,232.7,3.3
06/01/2016 18:00,Hermosillo PPA,308.697,19.2,0,46.1,6.3,1016,63.1,3.2
06/01/2016 19:00,Hermosillo PPA,325.24,17.7,0,48.8,1.3,1016,0,2.8
06/01/2016 20:00,Hermosillo PPA,324.946,16.1,0,51.6,0.9,1017,0,2.5
06/01/2016 21:00,Hermosillo PPA,317.031,14.6,0,54.7,0.5,1017,0,2.1
06/01/2016 22:00,Hermosillo PPA,303.409,14,0,57.1,0.3,1017,0,1.7
06/01/2016 23:00,Hermosillo PPA,287.867,13.3,0,59.6,0.2,1018,0,1.2
07/01/2016 00:00,Hermosillo PPA,274.648,12.7,0,62.2,0.1,1018,0,0.7
07/01/2016 01:00,Hermosillo PPA,264.473,12.3,0,64.2,0,1018,0,0.6
07/01/2016 02:00,Hermosillo PPA,249.501,11.8,0,66.3,0,1017,0,0.4
07/01/2016 03:00,Hermosillo PPA,244.36,11.4,0,68.4,0,1017,0,0.3
07/01/2016 04:00,Hermosillo PPA,243.357,10.2,0,73.6,0,1017,0,0.6
07/01/2016 05:00,Hermosillo PPA,245.362,9.1,0,79.1,0,1017,0,0.9
07/01/2016 06:00,Hermosillo PPA,253.151,8,0,85.1,0,1017,0,1.2
07/01/2016 07:00,Hermosillo PPA,271.777,7.8,0,86.9,0,1017,0,1.2
07/01/2016 08:00,Hermosillo PPA,281.873,7.6,0,88.7,0,1018,0,1.2
07/01/2016 09:00,Hermosillo PPA,287.158,7.4,0,90.6,0,1018,75.4,1.2
07/01/2016 10:00,Hermosillo PPA,297.814,10.4,0,74.9,0.3,1018,273.6,1.4
07/01/2016 11:00,Hermosillo PPA,307.886,13.5,0,62.2,0.9,1018,457.1,1.5
07/01/2016 12:00,Hermosillo PPA,314.547,16.5,0,51.8,1.5,1018,583.1,1.6
07/01/2016 13:00,Hermosillo PPA,317.288,17.5,0,47.2,2.8,1017,642.1,2.8
07/01/2016 14:00,Hermosillo PPA,317.21,18.5,0,43,4.8,1016,606.2,4
07/01/2016 15:00,Hermosillo PPA,320.988,19.5,0,39.2,6.9,1015,486.7,5.2
07/01/2016 16:00,Hermosillo PPA,318.673,18.6,0.22,43.7,13.1,1015,331.8,5.6
07/01/2016 17:00,Hermosillo PPA,318.751,17.7,0.22,48.6,23.6,1015,161.4,6
07/01/2016 18:00,Hermosillo PPA,321.405,16.9,0.22,54.1,34.1,1015,35.8,6.4
07/01/2016 19:00,Hermosillo PPA,330.167,16.2,0,56.8,32.7,1014,0,5.7
07/01/2016 20:00,Hermosillo PPA,330.857,15.5,0,59.7,19.6,1014,0,4.9
07/01/2016 21:00,Hermosillo PPA,325.07,14.8,0,62.7,6.5,1014,0,4.1
07/01/2016 22:00,Hermosillo PPA,312.37,14.3,0,67.6,1.7,1014,0,3.8
07/01/2016 23:00,Hermosillo PPA,295.315,13.8,0,72.8,5,1015,0,3.4
08/01/2016 00:00,Hermosillo PPA,278.984,13.3,0,78.3,8.4,1015,0,3.1
08/01/2016 01:00,Hermosillo PPA,267.861,12.6,0,78.8,8.8,1014,0,2.7
08/01/2016 02:00,Hermosillo PPA,257.272,11.8,0,79.2,6.5,1014,0,2.4
08/01/2016 03:00,Hermosillo PPA,253.085,11.1,0,79.6,4.2,1014,0,2
08/01/2016 04:00,Hermosillo PPA,250.039,10.6,0,80.3,4,1014,0,2.1
08/01/2016 05:00,Hermosillo PPA,252.356,10.2,0,81,5.9,1014,0,2.3
08/01/2016 06:00,Hermosillo PPA,259.729,9.7,0,81.8,7.9,1014,0,2.4
08/01/2016 07:00,Hermosillo PPA,278.708,9.4,0.05,84.2,8.5,1015,0,1.8
08/01/2016 08:00,Hermosillo PPA,291.86,9.2,0.05,86.7,7.8,1015,0,1.1
08/01/2016 09:00,Hermosillo PPA,299.325,8.9,0.05,89.2,7.1,1016,70.4,0.4
08/01/2016 10:00,Hermosillo PPA,310.918,10.8,0,75.4,8.5,1016,262.6,0.8
08/01/2016 11:00,Hermosillo PPA,318.638,12.6,0,63.7,12,1017,442,1.2
08/01/2016 12:00,Hermosillo PPA,325.755,14.5,0,53.8,15.5,1017,558.2,1.6
08/01/2016 13:00,Hermosillo PPA,324.338,15.3,0,47.7,17.3,1017,608.3,2
08/01/2016 14:00,Hermosillo PPA,324.426,16,0,42.4,17.3,1016,599.2,2.5
08/01/2016 15:00,Hermosillo PPA,324.521,16.8,0,37.6,17.3,1016,533,3
08/01/2016 16:00,Hermosillo PPA,321.26,16.7,0,37,14.4,1016,407.2,3
08/01/2016 17:00,Hermosillo PPA,315.337,16.5,0,36.4,8.6,1016,233.2,3.1
08/01/2016 18:00,Hermosillo PPA,314.499,16.4,0,35.9,2.9,1016,66.7,3.1
08/01/2016 19:00,Hermosillo PPA,327.463,15,0,41.9,0,1017,0,2.8
08/01/2016 20:00,Hermosillo PPA,327.305,13.6,0,48.8,0,1017,0,2.5
08/01/2016 21:00,Hermosillo PPA,321.997,12.3,0,56.9,0,1018,0,2.2
08/01/2016 22:00,Hermosillo PPA,311.771,11.4,0,61.4,0,1018,0,2.2
08/01/2016 23:00,Hermosillo PPA,298.842,10.6,0,66.2,0,1019,0,2.2
09/01/2016 00:00,Hermosillo PPA,288.401,9.7,0,71.3,0,1019,0,2.2
09/01/2016 01:00,Hermosillo PPA,275.931,9.2,0,71.9,0,1019,0,2.4
09/01/2016 02:00,Hermosillo PPA,266.234,8.7,0,72.4,0,1020,0,2.6
09/01/2016 03:00,Hermosillo PPA,260.43,8.2,0,73,0,1020,0,2.9
09/01/2016 04:00,Hermosillo PPA,257.209,7.9,0,74.3,0,1020,0,2.9
09/01/2016 05:00,Hermosillo PPA,256.911,7.6,0,75.7,0,1020,0,3
09/01/2016 06:00,Hermosillo PPA,262.677,7.2,0,77.1,0,1020,0,3.1
09/01/2016 07:00,Hermosillo PPA,268.822,7.1,0,76.5,0,1020,0,3.2
09/01/2016 08:00,Hermosillo PPA,273.715,7,0,76,0,1021,0,3.3
09/01/2016 09:00,Hermosillo PPA,287.912,6.9,0,75.4,0,1021,77.6,3.3
09/01/2016 10:00,Hermosillo PPA,302.627,9.7,0,59.3,0,1021,284,3.3
09/01/2016 11:00,Hermosillo PPA,311.635,12.6,0,46.7,0,1022,477.1,3.2
09/01/2016 12:00,Hermosillo PPA,314.282,15.4,0,36.7,0,1022,612.2,3.2
09/01/2016 13:00,Hermosillo PPA,313.047,16.4,0,31.8,0,1021,678.3,3.1
09/01/2016 14:00,Hermosillo PPA,311.598,17.4,0,27.6,0,1020,679.3,3
09/01/2016 15:00,Hermosillo PPA,306.223,18.4,0,23.9,0,1019,614,2.9
09/01/2016 16:00,Hermosillo PPA,303.417,18.2,0,24.3,0,1019,477.1,2.6
09/01/2016 17:00,Hermosillo PPA,296.43,17.9,0,24.8,0,1019,272.8,2.4
09/01/2016 18:00,Hermosillo PPA,297.603,17.7,0,25.3,0,1018,77.3,2.1
09/01/2016 19:00,Hermosillo PPA,319.152,16,0,30,0,1019,0,2.3
09/01/2016 20:00,Hermosillo PPA,319.095,14.4,0,35.6,0,1019,0,2.5
09/01/2016 21:00,Hermosillo PPA,312.76,12.8,0,42.2,0,1019,0,2.6
09/01/2016 22:00,Hermosillo PPA,302.579,12,0,46.6,0,1019,0,3.1
09/01/2016 23:00,Hermosillo PPA,289.039,11.3,0,51.2,0,1019,0,3.6
10/01/2016 00:00,Hermosillo PPA,274.597,10.6,0,56.4,0,1020,0,4
10/01/2016 01:00,Hermosillo PPA,257.792,10.2,0,58.4,0,1019,0,4
10/01/2016 02:00,Hermosillo PPA,246.156,9.8,0,60.6,0,1019,0,4
10/01/2016 03:00,Hermosillo PPA,237.356,9.4,0,62.8,0,1019,0,3.9
10/01/2016 04:00,Hermosillo PPA,233.475,9,0,64.7,0,1019,0,3.6
10/01/2016 05:00,Hermosillo PPA,232.541,8.5,0,66.7,0,1018,0,3.3
10/01/2016 06:00,Hermosillo PPA,235.641,8.1,0,68.7,0,1018,0,3
10/01/2016 07:00,Hermosillo PPA,240.507,8,0,68.8,0,1019,0,2.9
10/01/2016 08:00,Hermosillo PPA,238.706,8,0,68.9,0,1019,0,2.7
10/01/2016 09:00,Hermosillo PPA,244.771,7.9,0,69,0,1019,70.3,2.6
10/01/2016 10:00,Hermosillo PPA,255.487,10.7,0,55.3,0,1019,261,2.1
10/01/2016 11:00,Hermosillo PPA,263.164,13.5,0,44.4,0,1020,445.5,1.7
10/01/2016 12:00,Hermosillo PPA,265.554,16.3,0,35.6,0,1020,582.1,1.2
10/01/2016 13:00,Hermosillo PPA,264.915,17.7,0,30.5,0,1018,656.7,1.8
10/01/2016 14:00,Hermosillo PPA,263.598,19.1,0,26.1,0,1017,663.7,2.4
10/01/2016 15:00,Hermosillo PPA,261.482,20.6,0,22.3,0,1016,600.5,3
10/01/2016 16:00,Hermosillo PPA,259.074,20.2,0,22.9,0,1016,467.4,3
10/01/2016 17:00,Hermosillo PPA,255.844,19.8,0,23.4,0,1016,268.5,3.1
10/01/2016 18:00,Hermosillo PPA,262.506,19.4,0,23.9,0,1016,77.6,3.2
10/01/2016 19:00,Hermosillo PPA,287.784,17.9,0,28,0,1017,0,3.1
10/01/2016 20:00,Hermosillo PPA,293.56,16.5,0,32.7,0,1017,0,2.9
10/01/2016 21:00,Hermosillo PPA,290.141,15.1,0,38.1,0,1017,0,2.8
10/01/2016 22:00,Hermosillo PPA,280.569,13.9,0,41.8,0,1018,0,2.6
10/01/2016 23:00,Hermosillo PPA,264.44,12.8,0,45.8,0,1019,0,2.5
11/01/2016 00:00,Hermosillo PPA,247.707,11.6,0,50.1,0,1019,0,2.3
11/01/2016 01:00,Hermosillo PPA,235.309,11,0,53.3,0,1019,0,2.3
11/01/2016 02:00,Hermosillo PPA,228.946,10.5,0,56.6,0,1019,0,2.3
11/01/2016 03:00,Hermosillo PPA,225.09,9.9,0,60.2,0,1019,0,2.3
11/01/2016 04:00,Hermosillo PPA,223.58,9.7,0,61.6,0,1019,0,2.2
11/01/2016 05:00,Hermosillo PPA,225.824,9.4,0,63,0,1019,0,2.1
11/01/2016 06:00,Hermosillo PPA,239.767,9.2,0,64.5,0,1019,0,2
11/01/2016 07:00,Hermosillo PPA,270.573,9,0,64.6,0,1019,0,2
11/01/2016 08:00,Hermosillo PPA,284.522,8.7,0,64.6,0,1019,0,1.9
11/01/2016 09:00,Hermosillo PPA,298.518,8.5,0,64.7,0,1020,76.1,1.9
11/01/2016 10:00,Hermosillo PPA,310.947,11.1,0,53.5,0,1020,280.9,2
11/01/2016 11:00,Hermosillo PPA,317.573,13.7,0,44.2,0,1020,474.2,2
11/01/2016 12:00,Hermosillo PPA,326.755,16.3,0,36.6,0,1021,609.9,2.1
11/01/2016 13:00,Hermosillo PPA,325.407,17.7,0,32,0,1019,677.6,2.1
11/01/2016 14:00,Hermosillo PPA,325.449,19.1,0,28,0,1018,680.3,2.2
11/01/2016 15:00,Hermosillo PPA,325.566,20.5,0,24.5,0,1017,616.8,2.2
11/01/2016 16:00,Hermosillo PPA,324.749,20.4,0,23.6,0,1017,481.5,2.4
11/01/2016 17:00,Hermosillo PPA,322.209,20.3,0,22.8,0,1017,279.6,2.6
11/01/2016 18:00,Hermosillo PPA,321.971,20.1,0,22,0,1017,83.2,2.8
11/01/2016 19:00,Hermosillo PPA,335.499,18.3,0,25.4,0,1018,0,2.9
11/01/2016 20:00,Hermosillo PPA,336.534,16.5,0,29.3,0,1018,0,3
11/01/2016 21:00,Hermosillo PPA,329.922,14.7,0,33.9,0,1018,0,3.1
11/01/2016 22:00,Hermosillo PPA,317.157,13.7,0,36.7,0,1018,0,3.2
11/01/2016 23:00,Hermosillo PPA,299.575,12.8,0,39.6,0,1018,0,3.4
12/01/2016 00:00,Hermosillo PPA,282.439,11.8,0,42.7,0,1018,0,3.5
12/01/2016 01:00,Hermosillo PPA,268.444,11.2,0,43.1,0,1018,0,3.4
12/01/2016 02:00,Hermosillo PPA,259.718,10.6,0,43.4,0,1018,0,3.3
12/01/2016 03:00,Hermosillo PPA,256.186,10,0,43.7,0,1018,0,3.2
12/01/2016 04:00,Hermosillo PPA,254.781,9.7,0,43,0,1018,0,3.4
12/01/2016 05:00,Hermosillo PPA,257.637,9.3,0,42.2,0,1018,0,3.6
12/01/2016 06:00,Hermosillo PPA,266.194,9,0,41.5,0,1018,0,3.8
12/01/2016 07:00,Hermosillo PPA,288.912,8.9,0,41.1,0,1018,0,3.9
12/01/2016 08:00,Hermosillo PPA,299.448,8.9,0,40.8,0,1019,0,4
12/01/2016 09:00,Hermosillo PPA,307.541,8.8,0,40.5,0,1019,72,4.1
12/01/2016 10:00,Hermosillo PPA,316.642,11.9,0,32.3,0,1019,270.9,3.9
12/01/2016 11:00,Hermosillo PPA,320.558,14.9,0,25.7,0,1019,460.6,3.6
12/01/2016 12:00,Hermosillo PPA,324.942,18,0,20.5,0,1019,589.1,3.3
12/01/2016 13:00,Hermosillo PPA,325.703,19.4,0,18.8,0,1018,650.9,2.4
12/01/2016 14:00,Hermosillo PPA,323.891,20.8,0,17.3,0,1017,654.6,1.5
12/01/2016 15:00,Hermosillo PPA,323.11,22.3,0,15.8,0,1016,598.7,0.6
12/01/2016 16:00,Hermosillo PPA,320.779,21.9,0,17.4,0,1015,471.9,1.2
12/01/2016 17:00,Hermosillo PPA,317.631,21.6,0,19.1,0,1015,276.8,1.8
12/01/2016 18:00,Hermosillo PPA,317.973,21.3,0,21,0,1015,84.1,2.4
12/01/2016 19:00,Hermosillo PPA,336.642,19.5,0,22.8,0,1016,0,2.6
12/01/2016 20:00,Hermosillo PPA,338.515,17.8,0,24.7,0,1016,0,2.8
12/01/2016 21:00,Hermosillo PPA,329.969,16.1,0,26.8,0,1016,0,3
12/01/2016 22:00,Hermosillo PPA,319.474,15,0,30.3,0,1017,0,3
12/01/2016 23:00,Hermosillo PPA,300.109,14,0,34.4,0,1017,0,2.9
13/01/2016 00:00,Hermosillo PPA,283.37,12.9,0,38.9,0,1017,0,2.8
13/01/2016 01:00,Hermosillo PPA,271.427,12.1,0,42.5,0,1017,0,2.5
13/01/2016 02:00,Hermosillo PPA,262.932,11.3,0,46.4,0,1017,0,2.2
13/01/2016 03:00,Hermosillo PPA,256.646,10.5,0,50.7,0,1017,0,1.9
13/01/2016 04:00,Hermosillo PPA,254.797,9.6,0,54.2,0,1017,0,1.9
13/01/2016 05:00,Hermosillo PPA,255.024,8.8,0,57.9,0,1017,0,1.9
13/01/2016 06:00,Hermosillo PPA,264.99,7.9,0,62,0,1017,0,1.9
13/01/2016 07:00,Hermosillo PPA,286.652,7.8,0,59.7,0,1017,0,2.3
13/01/2016 08:00,Hermosillo PPA,297.725,7.7,0,57.6,0,1017,0,2.6
13/01/2016 09:00,Hermosillo PPA,303.583,7.6,0,55.5,0,1018,78.4,3
13/01/2016 10:00,Hermosillo PPA,314.573,11.2,0,41.8,0,1018,286.7,2.6
13/01/2016 11:00,Hermosillo PPA,318.571,14.7,0,31.6,0,1018,481.8,2.2
13/01/2016 12:00,Hermosillo PPA,326.916,18.3,0,23.9,0,1019,619.1,1.9
13/01/2016 13:00,Hermosillo PPA,326.152,19.9,0,20.3,0,1017,687.3,1.8
13/01/2016 14:00,Hermosillo PPA,326.948,21.6,0,17.3,0,1016,690.6,1.7
13/01/2016 15:00,Hermosillo PPA,326.631,23.3,0,14.7,0,1015,627.8,1.6
13/01/2016 16:00,Hermosillo PPA,327.859,23.1,0,15.2,0,1014,492.4,1.9
13/01/2016 17:00,Hermosillo PPA,324.623,22.8,0,15.8,0,1014,289.6,2.2
13/01/2016 18:00,Hermosillo PPA,323.163,22.6,0,16.4,0,1014,89.8,2.5
13/01/2016 19:00,Hermosillo PPA,340.54,20.5,0,23.6,0,1014,0,2.8
13/01/2016 20:00,Hermosillo PPA,342.055,18.4,0,33.5,0,1015,0,3.1
13/01/2016 21:00,Hermosillo PPA,333.422,16.3,0,47.2,0,1015,0,3.5
13/01/2016 22:00,Hermosillo PPA,320.999,15.3,0,45.5,0,1016,0,3.2
13/01/2016 23:00,Hermosillo PPA,303.013,14.3,0,43.8,0,1016,0,2.9
14/01/2016 00:00,Hermosillo PPA,284.094,13.3,0,42.1,0,1016,0,2.6
14/01/2016 01:00,Hermosillo PPA,272.565,12.1,0,47.1,0,1016,0,2.3
14/01/2016 02:00,Hermosillo PPA,265.61,10.8,0,52.7,0,1016,0,2
14/01/2016 03:00,Hermosillo PPA,259.915,9.6,0,58.9,0,1015,0,1.6
14/01/2016 04:00,Hermosillo PPA,258.439,9.1,0,61.9,0,1015,0,1.8
14/01/2016 05:00,Hermosillo PPA,259.706,8.6,0,65.1,0,1015,0,1.9
14/01/2016 06:00,Hermosillo PPA,267.582,8.1,0,68.5,0,1015,0,2.1
14/01/2016 07:00,Hermosillo PPA,287.596,8.1,0,67.7,0,1016,0,2.1
